"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",256,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",348,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",359,"D","Difference in methodology"
"AUT","Austria","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",12.28,,
"AUT","Austria","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",12.34,,
"AUT","Austria","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",13.19,,
"AUT","Austria","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",12177,,
"AUT","Austria","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",12662,,
"AUT","Austria","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",13968,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",7,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",4,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",1,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",3,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",7,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",3,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",1,,
"CRI","Costa Rica","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",3,,
"AUT","Austria","TNBN","Total number of nurses","TOT","Total","2019","2019",99131,,
"AUT","Austria","TNBN","Total number of nurses","TOT","Total","2020","2020",102648,,
"AUT","Austria","TNBN","Total number of nurses","TOT","Total","2021","2021",105937,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",459,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",462,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",469,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",477,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",479,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",493,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",504,,
"FIN","Finland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",508,,
"CRI","Costa Rica","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",62,,
"CRI","Costa Rica","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",34,,
"CRI","Costa Rica","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",72,,
"CRI","Costa Rica","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",48,,
"CRI","Costa Rica","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",19,,
"CRI","Costa Rica","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",5,,
"CRI","Costa Rica","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",7,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",42,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",41,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",41,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",40,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",39,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",38,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",37,,
"FIN","Finland","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",36,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",1363,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",1418,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",1456,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",1517,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",1557,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",1625,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",1712,,
"FIN","Finland","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",1824,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",106,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",96,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",81,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",70,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",52,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",37,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",30,,
"FIN","Finland","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",21,,
"AUT","Austria","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",116,,
"AUT","Austria","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",0,,
"AUT","Austria","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",1,,
"AUT","Austria","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",86838,,
"AUT","Austria","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",89986,,
"AUT","Austria","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",91968,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",9561,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",10126,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",10591,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",10988,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",11428,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",11712,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",11987,,
"FRA","France","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",12471,,
